period,gini,wolfson,atkinson_e1,ede_e1,middle_share,bottom20_income,top20_income,employment,vulnerable_employment,skill_gap,capital_top10,output,growth_q1,growth_q2,growth_q3,growth_q4,growth_q5,seed,policy
0,0.2946048460287577,0.25731337190445464,0.13288466774609387,0.99190820192941,0.3757142857142857,0.349656429064256,4.119800045771883,0.9746522532017129,0.8876998559569558,0.6510993151643422,0.3797040298370766,1.1439172680191547,0.0,0.0,0.0,0.0,0.0,8,공공AI 실패
1,0.2990642904504699,0.26248314492531016,0.13667506768444682,0.9799859003818255,0.37,0.34142457572483753,4.177407492395213,0.9745063788819011,0.8881767113868451,0.6379108422051052,0.381227683676065,1.1351298493759145,-0.020456853542516282,-0.017730162199657912,-0.01371516981489806,-0.008805912418404185,0.0002461958270378555,8,공공AI 실패
2,0.3043073099627379,0.2660862119624284,0.14120841502466097,0.9744792381980943,0.36142857142857143,0.33440879109570276,4.278585292248082,0.9743684678830961,0.8886641231454658,0.6249272396168485,0.3829289578199951,1.1347098123068793,-0.036669688831820896,-0.029928229759477277,-0.021322858695134523,-0.009975285218039396,0.009259307573739486,8,공공AI 실패
3,0.30983878173636725,0.27116464620700487,0.14605545053609692,0.9691906333074419,0.3578571428571429,0.3274411080473677,4.3843576444876,0.9742400414102909,0.8891630366370687,0.6122066950163061,0.3847941997411268,1.1349573387591607,-0.05286089036216692,-0.04200512416327752,-0.028831675397150456,-0.010812082316495502,0.018663571817421547,8,공공AI 실패
4,0.3156692750596749,0.27690374663945744,0.15122135281591087,0.964063431744038,0.35,0.3207577092715143,4.498317843222007,0.9741178702257864,0.8896708994448328,0.599659193457913,0.38685305757923516,1.1358243223276387,-0.06887148496422657,-0.054175533653736556,-0.03614583719204987,-0.011603200916231998,0.0284286986503258,8,공공AI 실패
5,0.3216943695444954,0.2834613697232321,0.15663787271564733,0.9593313957399834,0.3457142857142857,0.31440787759052835,4.618127977207837,0.9740050153433634,0.8901893605872718,0.587310966179091,0.38904551814450133,1.1375082715998341,-0.08465221959175862,-0.06590207809533871,-0.04308131162134373,-0.011942619018497323,0.038608300441168454,8,공공AI 실패
6,0.3279100950343691,0.2883365325471508,0.1623018444071731,0.9547558035259596,0.3392857142857143,0.308270621318657,4.739997377738234,0.9738975762924211,0.8907119157786845,0.5752164372992967,0.3914607892829419,1.139737263537715,-0.10017264167687576,-0.07732701448309394,-0.04997266680191362,-0.012318530551217635,0.048916053731173345,8,공공AI 실패
7,0.33428051314968943,0.2956421093547304,0.16819408089587007,0.9505532758453258,0.3335714285714286,0.302364330146389,4.868625380490571,0.9737994546213502,0.8912521730412831,0.5633219143995589,0.39416244869143047,1.142758489707658,-0.11547506768351314,-0.08829427494204722,-0.056471921979910265,-0.012182829312713472,0.05949232426522423,8,공공AI 실패
8,0.3409013500338983,0.30339765175823546,0.17440310624680777,0.9465149490203019,0.32571428571428573,0.29670667971964154,5.005942057342356,0.9737063826985285,0.891796661868478,0.5516528369356843,0.3971340241702771,1.146461373803639,-0.13053194577363805,-0.0994639784507115,-0.06258888028072129,-0.011975586373854314,0.07034139037189517,8,공공AI 실패
9,0.3476509046773065,0.30914395691998353,0.18080440681290944,0.9427912750579329,0.31642857142857145,0.29140144615076713,5.1452712172848605,0.9736206365236244,0.8923496397454372,0.5399941619588173,0.40027724191780967,1.1508744467117942,-0.14496258435452647,-0.1102954719298357,-0.06863547168512472,-0.011425463578263101,0.08139075208041091,8,공공AI 실패
10,0.35456708253142755,0.315678007494702,0.1874564025385277,0.9392847358063385,0.31285714285714283,0.28618032833733714,5.294977895481457,0.973541394405707,0.8929141295585388,0.5287600694200587,0.40368236015003855,1.1559807236692623,-0.15913339251860295,-0.12063579567424039,-0.0745385833189045,-0.010746599648722441,0.09249487934894685,8,공공AI 실패
11,0.36170183124633604,0.3230677229936686,0.19441738064142144,0.9359903985078877,0.30857142857142855,0.2812498421186114,5.449141247093981,0.9734679011803595,0.8934845559478373,0.5176122906787431,0.4073024460474893,1.1618800803487326,-0.17325047743605043,-0.1310003011670849,-0.08007768151747728,-0.009830565133353876,0.10403229423028058,8,공공AI 실패
12,0.36900237354978105,0.3309043728938291,0.2016394572081145,0.932892750623722,0.30357142857142855,0.2765058793158465,5.612457396951402,0.9734004889611234,0.8940638820924542,0.5066293148443124,0.41121672872856685,1.1685105921710186,-0.18716336587983895,-0.1410013837882492,-0.08549013407607643,-0.0087037294407018,0.1156570057581733,8,공공AI 실패
13,0.3764111609062204,0.33924413883772575,0.20905966355622596,0.9300333769792841,0.2978571428571429,0.2720182845872256,5.780423244765426,0.9733396610124467,0.8946519097501031,0.49572303507234317,0.4154182943416161,1.1758578164832258,-0.20047873158471924,-0.15080718268462773,-0.09079291784967614,-0.007432318634126369,0.1274607012682171,8,공공AI 실패
14,0.3839925337735568,0.3481391612388877,0.21677080990363606,0.9273227987426568,0.2978571428571429,0.2675768043288681,5.9552210872417035,0.9732828970037083,0.8952450485754596,0.48521549203583814,0.4200111677357459,1.1839737467248437,-0.21400174626668983,-0.16033206740327935,-0.09578403535864555,-0.005966329999937213,0.139439974202738,8,공공AI 실패
15,0.3917016161444209,0.3561997274470616,0.22472456153221698,0.9248553221952184,0.29285714285714287,0.263353598505771,6.137876749712166,0.9732323955454197,0.8958481078388291,0.474840978874712,0.4250928180060659,1.192937730651003,-0.22710745061215573,-0.16972436019117615,-0.10050769915216488,-0.004246420740775804,0.15161969177840356,8,공공AI 실패
0,0.2849566528023293,0.25960386042715083,0.12488857395758213,1.018541111295185,0.36714285714285716,0.28860134784486535,2.8581700164708717,0.9733979634596897,0.8843389715638686,0.6460634853480464,0.4064031375035728,1.1638987687561229,0.0,0.0,0.0,0.0,0.0,9,시장·고가AI
1,0.2897006193577959,0.26411796449360003,0.12882651656535493,1.0078253579701306,0.3628571428571429,0.2822519734987202,2.883725904985892,0.9727828269206197,0.8836745647833562,0.647950405489682,0.4080823946881177,1.1568595430576338,-0.020946193596566434,-0.01653881049562483,-0.011225702055856962,-0.007434428059814924,0.00326302538548224,9,시장·고가AI
2,0.29524339674624656,0.2692532144686706,0.1335093854254884,1.003771550511937,0.35642857142857143,0.2765829113150189,2.94070042504129,0.9721698907361033,0.8830126079433306,0.6497707844359204,0.40974753044207696,1.1584332635903238,-0.03744440239588883,-0.027566245724504966,-0.016089837928927393,-0.007598658660506377,0.015664822843366115,9,시장·고가AI
3,0.3011757414752726,0.2742337346362412,0.13859755268181795,0.9997624888827631,0.3492857142857143,0.27092861433123455,3.0017075712710826,0.9715592394883531,0.8823533027303022,0.6514914291945284,0.411388148586821,1.160621834771122,-0.05428438754218111,-0.038803889524976966,-0.02092190017273273,-0.007610643982268513,0.028576522479370883,9,시장·고가AI
4,0.3073686193385964,0.28140843824028694,0.14399735717053053,0.9958937948046925,0.3407142857142857,0.26539201735090223,3.0655832830964416,0.9709508328366387,0.88169656018522,0.6531116011971387,0.4130042808502063,1.1634237384043822,-0.07113676154645039,-0.04997665533761126,-0.025601264782233724,-0.007473359842874735,0.04175814537722131,9,시장·고가AI
5,0.3137893199447338,0.2887783827842957,0.14968822991217967,0.9921683286464809,0.3385714285714286,0.2599869608362491,3.1322052987886977,0.9703446504357877,0.8810419961518258,0.6546729248295519,0.41465303027575456,1.1668288780055456,-0.08792761303282597,-0.06104883041103642,-0.030127664591085106,-0.007160291982976825,0.055095298128668105,9,시장·고가AI
6,0.3204313370129379,0.2966335803238713,0.15567434563228932,0.9885812255021521,0.3342857142857143,0.25472503464522606,3.2016391406917077,0.9697404864926096,0.8803897093522342,0.6561567067417078,0.4163879990130217,1.1708530001288069,-0.10465805378173497,-0.07202757973009373,-0.03452769876783296,-0.006699976479811217,0.06863436023001838,9,시장·고가AI
7,0.3272857450416722,0.3040396452324689,0.16194856419529502,0.9851368587841763,0.33285714285714285,0.2495992058493054,3.2739893954117414,0.9691384443230349,0.8797397739362081,0.6575483023960227,0.41821782990864886,1.1755088252288937,-0.1213043762816974,-0.08289915467797779,-0.03879667699744504,-0.006074007581690529,0.08234409076524381,9,시장·고가AI
8,0.3343380425655197,0.3129931395225356,0.1685119269603299,0.9818464859096838,0.32285714285714284,0.2446070035664768,3.3493722568546906,0.9685386341348619,0.8790924393894757,0.6588821789373914,0.4200922125977096,1.1808305106774997,-0.13786391592714767,-0.09364317223820844,-0.04293058188166097,-0.005300618463784772,0.09628013219347126,9,시장·고가AI
9,0.34157735843335757,0.3216312368445209,0.17536527993227125,0.9786798542076347,0.315,0.239732425521385,3.4280624332654686,0.9679407670412937,0.8784469893778287,0.6601681589843253,0.4220401915041788,1.1868040847555557,-0.15437361317730694,-0.10429722887673626,-0.046911548308765434,-0.004370027726973617,0.11034230099020739,9,시장·고가AI
10,0.3489854371209097,0.3298985804775165,0.18249534343383522,0.9756588826481972,0.31357142857142856,0.2349972323702976,3.509845882294968,0.9673450400218682,0.8778037292336847,0.661336303683748,0.424347446701334,1.193459725044676,-0.17078337937621516,-0.11482086574324407,-0.050761476469521824,-0.0032932205757122794,0.12459104434062411,9,시장·고가AI
11,0.3565542463882121,0.33748951760106255,0.18990634018143882,0.9727697689190646,0.30357142857142855,0.23036968449149003,3.595090153640123,0.9667513673318016,0.8771627360206312,0.6624580207992831,0.42686659133964094,1.2008114828808047,-0.18712862323023427,-0.12524624424390718,-0.05440790319302456,-0.0021014507160835544,0.1389883962228876,9,시장·고가AI
12,0.3642756359625714,0.34698163957371647,0.19759609352836016,0.9699996615576879,0.2985714285714286,0.22587768376931702,3.683892752668882,0.9661594976058456,0.8765238571462215,0.6634920984651083,0.42950231165004044,1.2088670727227717,-0.20338543665814468,-0.13558299027075682,-0.057962099792572455,-0.0007534824775519034,0.1535296251217362,9,시장·고가AI
13,0.3721356726453592,0.3551649750807794,0.20555792529129657,0.9673635256759676,0.29285714285714287,0.22149546440708753,3.776403836852261,0.9655696433245271,0.8758872626999552,0.6644378556066656,0.4324579955595859,1.2176640141204367,-0.2195661947571997,-0.14580331860612625,-0.06137157050868369,0.0007411388373196247,0.16823872912540336,9,시장·고가AI
14,0.3801268009405008,0.3640178276607237,0.21378780011998044,0.9648485114351792,0.2892857142857143,0.2172279027973105,3.8727788499435825,0.9649817038924587,0.8752527765834339,0.6653188025561652,0.4356319354615715,1.227211319771457,-0.23566296546865584,-0.15594514796633913,-0.06465172918784431,0.0023833757145715387,0.1830990001278593,9,시장·고가AI
15,0.3882384261145283,0.3725266433023497,0.22228358554977246,0.9624523622602632,0.2835714285714286,0.2130540178039211,3.9731802683291124,0.9643955823160244,0.874620519748719,0.6661752446321906,0.43935912893046225,1.2375363877855485,-0.2517082885630992,-0.16598450257733505,-0.06779876751817719,0.004153017144207816,0.19812840040583773,9,시장·고가AI
0,0.2849566528023293,0.25960386042715083,0.12488857395758213,1.018541111295185,0.36714285714285716,0.28860134784486535,2.8581700164708717,0.9733979634596897,0.8843389715638686,0.6460634853480464,0.4064031375035728,1.1638987687561229,0.0,0.0,0.0,0.0,0.0,9,전국민 공공AI
1,0.2893564166418465,0.2639236520260969,0.12853745755800194,1.0104045775957775,0.3628571428571429,0.28296319348121,2.886689410545817,0.9728164055923221,0.883709507120015,0.6468321473732482,0.40788489596985333,1.1594354643912042,-0.017637955530322085,-0.013860026670266833,-0.008574804931178365,-0.004911639486439004,0.004881937126162515,9,전국민 공공AI
2,0.2944988629500541,0.26884481974996693,0.13291467909959087,1.0088153180075237,0.35428571428571426,0.2780446421935831,2.94605226348825,0.9722360748884278,0.8830825475717768,0.647456500980738,0.40932295398647855,1.1634556527377693,-0.03154019365461905,-0.022207181554639324,-0.010516543630310692,-0.0023150974173399906,0.01860586384260367,9,전국민 공공AI
3,0.2999412803194047,0.27322590140941394,0.13759453184988357,1.0074415115015702,0.34785714285714286,0.27295160944250424,3.0094589185518132,0.971660650757926,0.8824638507804722,0.6481450818254622,0.410789858231516,1.1681761638902408,-0.04499437280895448,-0.030874236276531214,-0.012344846324612106,0.0005266452647188179,0.032900008306817025,9,전국민 공공AI
4,0.305561537783938,0.27941600469487976,0.1425030240280344,1.0062057471798016,0.34,0.2680632239764141,3.0740391992992455,0.9710871846398488,0.8818447101800515,0.6483068642236516,0.4121707274580823,1.1734219191143804,-0.05849754157846018,-0.03927248560650969,-0.01404961193845556,0.0033292707846515604,0.04756662036141315,9,전국민 공공AI
5,0.3113850818390198,0.2856160646181863,0.14766348986961464,1.0052782930309831,0.3335714285714286,0.2632043013118199,3.143952241465644,0.9705186862503585,0.8812281426722657,0.6487769209101408,0.41357710379136264,1.1794382630367455,-0.071805543971761,-0.04717399630237664,-0.015423314574498866,0.006493690599986903,0.06237462048070782,9,전국민 공공AI
6,0.31734072354800025,0.29192704958124327,0.15304810887149356,1.0045411623395133,0.33285714285714285,0.2583253466825079,3.214611436976914,0.9699532772846846,0.8806136723514375,0.649271242294132,0.4149564421354701,1.1860663785767451,-0.08517019366749028,-0.05503786028943215,-0.016346412965207398,0.009889477519531157,0.0774627991574961,9,전국민 공공AI
7,0.32355560803598227,0.29796389750294383,0.15872319997307593,1.003728136541125,0.3292857142857143,0.25356726151726466,3.288280315139302,0.9693876398147274,0.8799988055699532,0.6496568140882639,0.41651928907561275,1.1931009348041,-0.09846927844767366,-0.06330909996731178,-0.017658004587564172,0.013521712965096255,0.09266408925399962,9,전국민 공공AI
8,0.3299417855834684,0.3033833514583264,0.16463420315726407,1.0031762252017795,0.3242857142857143,0.24927051593556637,3.3671493040564573,0.9688258976836329,0.8793932658383017,0.6493048262048818,0.41817980337923183,1.2008825702384307,-0.11166540554709094,-0.07107252992834656,-0.018585625187134597,0.016877133862411683,0.10844578296547208,9,전국민 공공AI
9,0.33637141317232655,0.3116064426866862,0.17068576635650567,1.0028246700226593,0.3142857142857143,0.2451457138461656,3.4472586824169156,0.9682678551003112,0.8787909274737624,0.6489534892263408,0.41982365300168983,1.209221582531952,-0.1245338226916451,-0.07858002704189711,-0.01918145740679029,0.020769023977359424,0.12377312175186607,9,전국민 공공AI
10,0.34298877669814964,0.32086123217212725,0.17700926465849498,1.002821328355873,0.3078571428571429,0.2408787714346546,3.532543706416113,0.9677142695262317,0.8781880073816026,0.6489288643974169,0.4217988703231255,1.2185086481438288,-0.13728374128376747,-0.0855862737242276,-0.019604132877982846,0.02486899684970702,0.13983532832606516,9,전국민 공공AI
11,0.34977846618446207,0.32984044723980854,0.1835976360419943,1.0027600730534558,0.30428571428571427,0.23687820223415026,3.62091411754462,0.9671607232131789,0.8775883894445997,0.6484723601588872,0.4240171247646064,1.2282669885863242,-0.150221418479362,-0.09287627730938965,-0.020157949185173187,0.029203373671612576,0.15597702442735822,9,전국민 공공AI
12,0.35664868733422816,0.3374953332586857,0.19036973891392162,1.0028051771488058,0.3007142857142857,0.23281898872989132,3.7122265880597176,0.9666095619289412,0.8769903415885806,0.6482962163926471,0.42638228015230834,1.2385964622957557,-0.16271465964182164,-0.10017495368218367,-0.02035065154789359,0.03345884977773859,0.1719310628984144,9,전국민 공공AI
13,0.3636750451144206,0.34709455151794544,0.19737416162776023,1.0028563623692681,0.29642857142857143,0.22927719991820977,3.806314471384197,0.9660587577256816,0.8763942651997012,0.647239579121638,0.42903555228681944,1.2494693223471407,-0.17520255001587412,-0.10725305700491997,-0.020855868813248926,0.03756074910903008,0.1881555782087756,9,전국민 공공AI
14,0.3707947053193531,0.3536332707846705,0.20458867518926926,1.003366747601318,0.2914285714285714,0.2257072244296291,3.9068212466153995,0.9655140232038681,0.8758060734002939,0.6462394183432087,0.4318020153847489,1.2614438797939802,-0.18744683607005774,-0.11376620323459179,-0.02071816458113276,0.04202973673134578,0.20485032902529976,9,전국민 공공AI
15,0.37796588632542005,0.3615966740346852,0.21199715884973946,1.003960997906132,0.2857142857142857,0.22202611279252163,4.007713512273831,0.9649719451870186,0.8752161605205314,0.6455317393520273,0.43511790628191976,1.2740575864430055,-0.1997757592405201,-0.12046604161258749,-0.02029786857903222,0.04713645706242131,0.2213124793039992,9,전국민 공공AI
0,0.2849566528023293,0.25960386042715083,0.12488857395758213,1.018541111295185,0.36714285714285716,0.28860134784486535,2.8581700164708717,0.9733979634596897,0.8843389715638686,0.6460634853480464,0.4064031375035728,1.1638987687561229,0.0,0.0,0.0,0.0,0.0,9,공공AI+공교육
1,0.2891627081896758,0.2638903672372791,0.12836221553028349,1.0118789448547612,0.3657142857142857,0.2836491381838695,2.8888067461979374,0.9736169728842303,0.8854113622042555,0.5941150272865984,0.4078434851286514,1.1608938516477507,-0.015449712921923825,-0.012262869659385838,-0.007204958842081302,-0.003715421068507412,0.005821080394115544,9,공공AI+공교육
2,0.29395019275063405,0.26772759002401647,0.1324256145821756,1.0122886467933325,0.35428571428571426,0.2798852334105338,2.9497405809052673,0.973854596464686,0.8865378195151423,0.5457043768309591,0.40918292277175605,1.1668032895021603,-0.02631755808617671,-0.01833616111177243,-0.007264086076133244,0.0006736870075524981,0.02045628766456553,9,공공AI+공교육
3,0.2988711001571579,0.2719478038695101,0.13663088648835964,1.0136156959799878,0.35,0.27601306510721996,3.0151057077915673,0.9741215795778203,0.887749129523486,0.5007713343292663,0.4105034694047152,1.1740235782320718,-0.03543157230622009,-0.023931156706692488,-0.006535043792288554,0.005719916794789494,0.03594043032362234,9,공공AI+공교육
4,0.3039093000306382,0.27807293990058907,0.14097096606695814,1.015556709449692,0.3342857142857143,0.27298898693109125,3.0818105840805723,0.974405315012986,0.8890041308210127,0.4583446230076113,0.411690854719906,1.1822146508832097,-0.04374960366272588,-0.028790491950376546,-0.0052319694977985024,0.011050097614936779,0.05205008713453659,9,공공AI+공교육
5,0.30900276290845397,0.28316611655385876,0.14543852467540985,1.0184603520419282,0.33214285714285713,0.2697232798074286,3.1549236911415237,0.974705528056157,0.8903197701782012,0.41980220988718847,0.4128382657637851,1.191792962179911,-0.0511820910342244,-0.03221836476583812,-0.0025931512437583903,0.017168356987540594,0.06842878861649931,9,공공AI+공교육
6,0.3141971017381413,0.28960778877256554,0.15007220127802312,1.0220109502260406,0.33071428571428574,0.2665641014479352,3.2288381106531325,0.975017749209507,0.8916795910580377,0.3842037919078103,0.413907936483901,1.2024679646469059,-0.057998796189282775,-0.03519888628709292,0.0006244943571433834,0.024009128070926596,0.08556848909787274,9,공공AI+공교육
7,0.319582181867341,0.29474462122114814,0.15490246421232834,1.0257434450059781,0.3242857142857143,0.2636595069688732,3.3062661217379805,0.9753371704524151,0.8930649408283579,0.35124515878391366,0.4151206773723362,1.213757467710441,-0.06425230542402526,-0.03809158572751196,0.0036826840533816844,0.03120498251028354,0.10268793188019217,9,공공AI+공교육
8,0.3250510663275339,0.2985136757535456,0.15985442564326724,1.0302854414274119,0.3264285714285714,0.2614164945353292,3.390005709429786,0.9756768436243897,0.89451862922916,0.3202567080951989,0.4163402622528009,1.2263177631046405,-0.06948958591957699,-0.039971697736726874,0.007778375438713805,0.03828215850183238,0.12072360485138185,9,공공AI+공교육
9,0.33053211457247333,0.3063756521674871,0.16487236763658486,1.035497359044816,0.3192857142857143,0.2595556247572038,3.476362624559107,0.9760277364231008,0.8960193100032636,0.2917570636211205,0.4174273025777606,1.2399270709249,-0.07368745719120821,-0.041178166130893576,0.012581373239477212,0.04630973288802271,0.13852717226322708,9,공공AI+공교육
10,0.33614331665456465,0.31346343972574525,0.17007983555763828,1.0415136619754661,0.31214285714285717,0.2574412327046467,3.567755339482056,0.9763817824753911,0.8975456006423438,0.26582137560474495,0.41880940151778495,1.2549564483413629,-0.07722442804842886,-0.041279346823653085,0.017806017710632643,0.05493428613560999,0.15728236506098411,9,공공AI+공교육
11,0.3418733292795769,0.3206423205544561,0.17545969912746562,1.0478964559061612,0.3078571428571429,0.2558404952288167,3.662994988758115,0.976747516524611,0.8991234986179075,0.24160057299184634,0.4203262200355796,1.270885673868542,-0.0803627062874834,-0.041420174408989784,0.02321537225644231,0.0644233829951651,0.1762114203463778,9,공공AI+공교육
12,0.34766753867251365,0.3286926357671121,0.1809812876721585,1.0546873190624395,0.3028571428571429,0.25420438426454234,3.7614210696599266,0.9771179130992514,0.9007119521273117,0.21948487882107415,0.42196503898741583,1.2877450822396634,-0.0826887322950663,-0.04113965387365765,0.02930876010327625,0.07386303075611594,0.195021708019813,9,공공AI+공교육
13,0.3536155778349962,0.3347210212702155,0.1866701782154696,1.0616945079019564,0.29714285714285715,0.25350108739569227,3.862907719486941,0.977496876778529,0.9023322384967467,0.19858240895809953,0.4237966307903542,1.3053677357759832,-0.08466929614978565,-0.040352913340796485,0.03519059825199295,0.08310382676570591,0.2142023028456771,9,공공AI+공교육
14,0.3596067151645501,0.3410826533418333,0.19248536294699103,1.069699358344661,0.295,0.25274836468867773,3.972293181311824,0.9778846515587843,0.9040065219881773,0.17950418626704934,0.4256759327667081,1.3246810760588617,-0.08584740311053825,-0.03850608355114314,0.042271310123287664,0.09309686436325453,0.23401688748819752,9,공공AI+공교육
15,0.36565402716174566,0.34833766010547274,0.19847952717818484,1.0780704593683292,0.29285714285714287,0.25164643824068844,4.081655435812621,0.9782770828500498,0.9056918307000731,0.1622213394772276,0.4280311369960043,1.3450317189938996,-0.08706437577458451,-0.03654044457047979,0.04984624138453794,0.10381978870769025,0.25394634587722503,9,공공AI+공교육
0,0.2849566528023293,0.25960386042715083,0.12488857395758213,1.018541111295185,0.36714285714285716,0.28860134784486535,2.8581700164708717,0.9733979634596897,0.8843389715638686,0.6460634853480464,0.4064031375035728,1.1638987687561229,0.0,0.0,0.0,0.0,0.0,9,공공AI+돌봄
1,0.2893221383723936,0.2639026925319898,0.12850489104815932,1.0110599585565718,0.36357142857142855,0.2832775814859079,2.8883575342884202,0.9733411899795933,0.8859670969294086,0.6463088554672268,0.4078606266659388,1.1601441570596853,-0.016876154724240255,-0.013183969219733074,-0.00791636146704838,-0.004368652092461716,0.005484757739492189,9,공공AI+돌봄
2,0.2943937429630047,0.26850000062880314,0.13282421952588386,1.0100979073869383,0.3535714285714286,0.2786702461937324,2.9484524237898695,0.9732848972297172,0.887595762272643,0.6466476346293981,0.4092463103048728,1.1648133286594806,-0.030026539814177473,-0.020843982461648893,-0.009318681544095236,-0.0011218004422249082,0.019690722965968074,9,공공AI+돌봄
3,0.2997189376300956,0.2734749877840056,0.13740257943563705,1.0094150912695319,0.3492857142857143,0.27387052941166207,3.0125758718544198,0.9732337966300273,0.8892338225496832,0.6469213856240876,0.41065389518534634,1.170204161530082,-0.04256045385382375,-0.02877365039314644,-0.010445635161700738,0.002377139719915584,0.03440122530785756,9,공공AI+돌봄
4,0.3052445362487667,0.279573415290103,0.14221390034858317,1.0088877860116046,0.33714285714285713,0.26947865097257323,3.077740561763936,0.973184790002714,0.8908729443095339,0.6464572580592397,0.4119659706121721,1.1761531067262476,-0.055108892210723286,-0.03651540278167605,-0.011364843446333144,0.0058344924457772035,0.049540654467919186,9,공공AI+돌봄
5,0.3109166718988472,0.2850303988020321,0.1472458243455138,1.0087666685567254,0.33214285714285713,0.26485620984946595,3.1486280867328,0.9731415907242675,0.8925160481239247,0.6466577687737253,0.41329447634325067,1.1829513092474746,-0.06747717906568126,-0.04354625773480022,-0.011658742077426523,0.009747645401219791,0.06472025355860979,9,공공AI+돌봄
6,0.31674932819070944,0.29174882659221,0.15251625965401128,1.0088703066683353,0.33,0.26025285516336133,3.220081046704692,0.973102041592692,0.8941601725602587,0.646883433162718,0.41460540779749383,1.190430280416306,-0.07986376465048095,-0.05061710852048658,-0.01165805792227735,0.014002428524045603,0.08043588349781321,9,공공AI+돌봄
7,0.3228477997367697,0.2970232256905372,0.15807797135246238,1.0088127736563801,0.3264285714285714,0.2557857619947146,3.295746159995314,0.9730606387707371,0.8958024597550903,0.647011701859973,0.4161242237403904,1.1982258918642805,-0.09225946667897182,-0.05801620974005661,-0.012155730095373745,0.018325037950067933,0.09612060554476423,9,공공AI+돌봄
8,0.3290454990233749,0.3012405871025725,0.16381334048552665,1.0091351938704085,0.325,0.25169543996241966,3.3756510043863237,0.9730243822082975,0.8974553843662761,0.6464547035521533,0.41769452962964954,1.2068300568874857,-0.10431616953909617,-0.06483276671021539,-0.011973298175897628,0.02236794210048122,0.11236629209171398,9,공공AI+돌봄
9,0.3353390492240548,0.30956205851948343,0.16971831534116988,1.0096999487862914,0.3157142857142857,0.24784885136886378,3.4579707802370074,0.9729922100182814,0.8991101128059917,0.6458089448750404,0.41924749603397576,1.2160932457533202,-0.11596816627596984,-0.07146739996032804,-0.011584375211625636,0.02698581847476899,0.12844355239985727,9,공공AI+돌봄
10,0.3418052936144951,0.3178505205582105,0.17588278403542024,1.0106846170177162,0.31,0.24383952609542472,3.54570245027752,0.9729649328219812,0.9007661721129553,0.6455058760840446,0.42115367122148883,1.226384545109606,-0.1274965966344434,-0.07745972954415917,-0.010974036287343602,0.031948852067511746,0.1452646075716258,9,공공AI+돌봄
11,0.34838930223235165,0.32730603355043264,0.1822588388558236,1.011699658657778,0.30428571428571427,0.24005734406299853,3.635772743213166,0.9729389996038744,0.9024297228021737,0.6448743374664857,0.4232231264022716,1.2371881308288513,-0.13905234209614178,-0.08371930880022917,-0.010452898791211147,0.03752996443465393,0.1619967173222199,9,공공AI+돌봄
12,0.3550626243498116,0.3346800478220271,0.1888232438550349,1.012856594342089,0.2978571428571429,0.23628339602475326,3.7292934211687263,0.972915545737114,0.9040895406068704,0.6444143065646889,0.4254656746261687,1.248626253981422,-0.15024873883481632,-0.08985220647224941,-0.00947347671392334,0.04295098554989935,0.17864008404733187,9,공공AI+돌봄
13,0.3619100306645231,0.3421511948847536,0.19562681190912978,1.013896379995797,0.2935714285714286,0.23298730544863136,3.8253628013045877,0.9728905831698025,0.9057512704913856,0.6431566982361254,0.4280207522819622,1.2604800794047064,-0.1615470919582859,-0.09586238390566826,-0.008876469262504271,0.047948926276506466,0.1954839697147408,9,공공AI+돌봄
14,0.36883071219398156,0.35105858006296164,0.20261769359716808,1.0154976154367097,0.29,0.2296624689615529,3.9279028061834214,0.9728723896325794,0.9074216186206289,0.6419227099105662,0.43068681868902753,1.2735391885203025,-0.17250604446725012,-0.10128299923157344,-0.007494771318064406,0.05352393710964304,0.21279704514599812,9,공공AI+돌봄
15,0.3758285089592732,0.3584860601662578,0.2098293273848345,1.017248428609747,0.2857142857142857,0.2262411773963222,4.030402688823446,0.9728574718116889,0.9090915176004432,0.6408719042582117,0.43386840520008174,1.2873781119249088,-0.18367487030398652,-0.10676328608295882,-0.0059149403485282085,0.05961877117810564,0.2303845392271274,9,공공AI+돌봄
0,0.2849566528023293,0.25960386042715083,0.12488857395758213,1.018541111295185,0.36714285714285716,0.28860134784486535,2.8581700164708717,0.9733979634596897,0.8843389715638686,0.6460634853480464,0.4064031375035728,1.1638987687561229,0.0,0.0,0.0,0.0,0.0,9,공공AI 종합안
1,0.2882021326584773,0.26288860684297455,0.12747825897527387,1.0138555874091724,0.36714285714285716,0.2863540815200664,2.8832216913601028,0.9741436546890146,0.8876948249378165,0.5935821759358165,0.4066614513805552,1.1619831801766427,-0.010321274754686829,-0.00937965435539263,-0.005324526673242981,-0.00304649992593407,0.0050177350930868244,9,공공AI 종합안
2,0.2927470954723196,0.2665618590799846,0.1313122586854698,1.0155760582954554,0.3557142857142857,0.2833641792670866,2.9449755915814797,0.9749099903992958,0.8911063686115946,0.5446637920493596,0.4068069305321902,1.1690921950373656,-0.019188963081713972,-0.014132984273204802,-0.00391723621848377,0.002374218797047409,0.02028834576894307,9,공공AI 종합안
3,0.29743142155694335,0.2710443501532967,0.13529941517495392,1.0181594528399103,0.3492857142857143,0.2800979798586277,3.011092126311919,0.975703847549364,0.8946016895540331,0.49944476144271865,0.40692330337128835,1.1774705264550196,-0.02652054329717446,-0.01841895549955818,-0.0018409570276858918,0.008613730146143927,0.03629282007593558,9,공공AI 종합안
