seed,policy,premium_gap,rearrangement_speed,capital_return,feedback,name,public_access,public_quality,education,care,capital_dividend,worker_ownership,equalizing_design,trust,initial_gini,initial_wolfson,initial_atkinson_e1,initial_ede_e1,initial_middle_share,initial_bottom20_income,initial_top20_income,initial_employment,initial_vulnerable_employment,initial_skill_gap,initial_capital_top10,initial_output,initial_growth_q1,initial_growth_q2,initial_growth_q3,initial_growth_q4,initial_growth_q5,final_gini,final_wolfson,final_atkinson_e1,final_ede_e1,final_middle_share,final_bottom20_income,final_top20_income,final_employment,final_vulnerable_employment,final_skill_gap,final_capital_top10,final_output,final_growth_q1,final_growth_q2,final_growth_q3,final_growth_q4,final_growth_q5,delta_gini,delta_wolfson,delta_atkinson_e1,delta_ede_e1,delta_middle_share,delta_bottom20_income,delta_top20_income,delta_employment,delta_vulnerable_employment,delta_skill_gap,delta_capital_top10,delta_output,delta_growth_q1,delta_growth_q2,delta_growth_q3,delta_growth_q4,delta_growth_q5,fiscal_cost,delta_net_output,delta_net_ede_e1,budget_error
0,시장·고가AI,0.45,0.045,0.065,0.18,시장·고가AI,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.65,0.28674570602246163,0.25868531044937426,0.12584051831648935,0.9893226839264871,0.35642857142857143,0.24527790378099995,2.969644215655765,0.9751420349263461,0.8877382222480147,0.7165055426075388,0.3669487155396296,1.131741638289146,0.0,0.0,0.0,0.0,0.0,0.38492304069479955,0.3632122738698793,0.2187314855239778,0.9336777945597717,0.2814285714285714,0.17013879955400843,4.033141323180059,0.9658527053595185,0.878099081828327,0.7359920570703614,0.39350147669051094,1.1950792554157474,-0.24425932427625593,-0.15829407473860974,-0.06802781932296015,0.015690721085325807,0.165444765607534,0.09817733467233791,0.10452696342050505,0.09289096720748846,-0.05564488936671541,-0.07500000000000001,-0.07513910422699152,1.0634971075242943,-0.009289329566827598,-0.00963914041968772,0.01948651446282257,0.026552761150881343,0.06333761712660135,-0.24425932427625593,-0.15829407473860974,-0.06802781932296015,0.015690721085325807,0.165444765607534,0.0,0.06333761712660135,-0.05564488936671541,0.0
0,전국민 공공AI,0.45,0.045,0.065,0.18,전국민 공공AI,0.98,0.72,0.0,0.0,0.0,0.0,0.1,0.82,0.28674570602246163,0.25868531044937426,0.12584051831648935,0.9893226839264871,0.35642857142857143,0.24527790378099995,2.969644215655765,0.9751420349263461,0.8877382222480147,0.7165055426075388,0.3669487155396296,1.131741638289146,0.0,0.0,0.0,0.0,0.0,0.3748943102381107,0.3512406012162136,0.20891348789991604,0.9745648533047641,0.2835714285714286,0.1762895088327159,4.06817969832334,0.9664405071485082,0.8786812683506676,0.7186554185247409,0.3898923245665132,1.2319320812556938,-0.19694493128941146,-0.11116816088186544,-0.01743152546995144,0.056918364193167634,0.19347883212633687,0.08814860421564907,0.09255529076683933,0.08307296958342669,-0.01475783062172309,-0.07285714285714284,-0.06898839494828404,1.0985354826675753,-0.008701527777837947,-0.009056953897347064,0.00214987591720206,0.022943609026883582,0.10019044296654767,-0.19694493128941146,-0.11116816088186544,-0.01743152546995144,0.056918364193167634,0.19347883212633687,0.02667168,0.07351876296654766,-0.04142951062172309,0.0
0,공공AI+공교육,0.45,0.045,0.065,0.18,공공AI+공교육,0.98,0.82,0.065,0.0,0.0,0.0,0.25,0.86,0.28674570602246163,0.25868531044937426,0.12584051831648935,0.9893226839264871,0.35642857142857143,0.24527790378099995,2.969644215655765,0.9751420349263461,0.8877382222480147,0.7165055426075388,0.3669487155396296,1.131741638289146,0.0,0.0,0.0,0.0,0.0,0.3623731341773446,0.3379226179297916,0.1954914943290369,1.0488695744676368,0.29928571428571427,0.20028829217717384,4.126827496553472,0.9798324046683693,0.9090771067315772,0.204892423110544,0.38377988908262706,1.303739571519975,-0.08740324005258168,-0.020824920388345228,0.055938225243333986,0.11651002418902398,0.22801849163358107,0.07562742815488299,0.07923730748041735,0.06965097601254755,0.0595468905411497,-0.05714285714285716,-0.04498961160382611,1.1571832808977067,0.004690369742023193,0.02133888448356247,-0.5116131194969948,0.016831173542997457,0.17199793323082901,-0.08740324005258168,-0.020824920388345228,0.055938225243333986,0.11651002418902398,0.22801849163358107,0.04629498,0.12570295323082903,0.0132519105411497,0.0
0,공공AI+돌봄,0.45,0.045,0.065,0.18,공공AI+돌봄,0.98,0.78,0.0,0.075,0.0,0.0,0.1,0.88,0.28674570602246163,0.25868531044937426,0.12584051831648935,0.9893226839264871,0.35642857142857143,0.24527790378099995,2.969644215655765,0.9751420349263461,0.8877382222480147,0.7165055426075388,0.3669487155396296,1.131741638289146,0.0,0.0,0.0,0.0,0.0,0.37290327499417797,0.34749191978631466,0.20697129494058963,0.9873992358628871,0.2907142857142857,0.17913726252926218,4.091795487039938,0.9740370962185043,0.9125587804973215,0.7148261706491774,0.3887377903734893,1.2450989851482304,-0.1827772013306027,-0.09688987553362129,-0.0029076413899227186,0.06991900169209855,0.20292521956395965,0.08615756897171634,0.0888066093369404,0.08113077662410029,-0.0019234480636000084,-0.06571428571428573,-0.06614064125173777,1.1221512713841726,-0.001104938707841785,0.024820558249306846,-0.0016793719583614308,0.021789074833859723,0.11335734685908427,-0.1827772013306027,-0.09688987553362129,-0.0029076413899227186,0.06991900169209855,0.20292521956395965,0.04255218,0.07080516685908428,-0.04447562806360001,0.0
0,공공AI 종합안,0.45,0.045,0.065,0.18,공공AI 종합안,0.98,0.9,0.065,0.075,0.22,0.08,0.35,0.92,0.28674570602246163,0.25868531044937426,0.12584051831648935,0.9893226839264871,0.35642857142857143,0.24527790378099995,2.969644215655765,0.9751420349263461,0.8877382222480147,0.7165055426075388,0.3669487155396296,1.131741638289146,0.0,0.0,0.0,0.0,0.0,0.3573858413000711,0.3298397403904321,0.1904461035328613,1.0735998208073658,0.30357142857142855,0.2100623813524772,4.150493449881771,0.9874366808841264,0.9433777664988424,0.20231446283888477,0.367707222620168,1.3261622549067,-0.05503453527161267,0.0067466652827277325,0.08175111985690962,0.13555699768220833,0.23973999231593873,0.07064013527760948,0.07115442994105786,0.06460558521637194,0.08427713688087868,-0.05285714285714288,-0.035215522428522744,1.180849234226006,0.012294645957780292,0.05563954425082773,-0.5141910797686541,0.0007585070805383731,0.19442061661755394,-0.05503453527161267,0.0067466652827277325,0.08175111985690962,0.13555699768220833,0.23973999231593873,0.06642450000000001,0.12799611661755395,0.017852636880878667,0.0
0,공공AI 실패,0.45,0.045,0.065,0.18,공공AI 실패,0.9,0.42,0.018,0.025,0.0,0.0,0.04,0.38,0.28674570602246163,0.25868531044937426,0.12584051831648935,0.9893226839264871,0.35642857142857143,0.24527790378099995,2.969644215655765,0.9751420349263461,0.8877382222480147,0.7165055426075388,0.3669487155396296,1.131741638289146,0.0,0.0,0.0,0.0,0.0,0.38094687772721414,0.3593079806448596,0.21441667727274594,0.9567331729875344,0.2864285714285714,0.17650321295985652,4.05775386617014,0.9741315312808875,0.8967905599828927,0.5342495597950412,0.39177538015826724,1.2178633956562512,-0.21040569001185244,-0.12912453245669558,-0.04324067332056001,0.03637070206708378,0.1789201193998243,0.0942011717047525,0.10062267019548532,0.08857615895625659,-0.03258951093895279,-0.07,-0.06877469082114343,1.088109650514375,-0.001010503645458627,0.009052337734878013,-0.18225598281249766,0.02482666461863764,0.08612175736710515,-0.21040569001185244,-0.12912453245669558,-0.04324067332056001,0.03637070206708378,0.1789201193998243,0.015324899999999999,0.07079685736710514,-0.047914410938952795,0.0
1,시장·고가AI,0.45,0.045,0.065,0.18,시장·고가AI,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.65,0.28706914926259985,0.2469070081390933,0.1266985222850312,0.9999564395154632,0.3892857142857143,0.35471496885849507,3.5345616669489233,0.974113415948662,0.8860339066922224,0.6538310800649417,0.39612018161544016,1.1450300555220547,0.0,0.0,0.0,0.0,0.0,0.38867829595257264,0.35292471912871826,0.2214855807179148,0.9104135320669614,0.28285714285714286,0.2668404380689212,4.838347235673154,0.9645157683551958,0.875643843224991,0.6585257071178848,0.4308667980314889,1.1694241102258687,-0.2693504682130166,-0.19903168877873523,-0.10863263142916578,-0.028398901219808984,0.13634973755308022,0.10160914668997278,0.10601771098962495,0.0947870584328836,-0.0895429074485018,-0.10642857142857143,-0.08787453078957386,1.3037855687242303,-0.009597647593466152,-0.01039006346723137,0.004694627052943101,0.03474661641604876,0.02439405470381395,-0.2693504682130166,-0.19903168877873523,-0.10863263142916578,-0.028398901219808984,0.13634973755308022,0.0,0.02439405470381395,-0.0895429074485018,0.0
1,전국민 공공AI,0.45,0.045,0.065,0.18,전국민 공공AI,0.98,0.72,0.0,0.0,0.0,0.0,0.1,0.82,0.28706914926259985,0.2469070081390933,0.1266985222850312,0.9999564395154632,0.3892857142857143,0.35471496885849507,3.5345616669489233,0.974113415948662,0.8860339066922224,0.6538310800649417,0.39612018161544016,1.1450300555220547,0.0,0.0,0.0,0.0,0.0,0.37888930661934817,0.34107766565088243,0.2121320748983183,0.9544699068069651,0.2857142857142857,0.27828077498720716,4.919009394670097,0.965156282823581,0.8763198789000837,0.6399664096514517,0.42757439855370594,1.2114592768626566,-0.22013307318168693,-0.1461713095744738,-0.056842926580970704,0.01956286984850951,0.17080642657078565,0.09182015735674831,0.09417065751178913,0.08543355261328711,-0.04548653270849812,-0.10357142857142859,-0.07643419387128791,1.3844477277211733,-0.008957133125080952,-0.009714027792138702,-0.013864670413490043,0.03145421693826578,0.06642922134060192,-0.22013307318168693,-0.1461713095744738,-0.056842926580970704,0.01956286984850951,0.17080642657078565,0.02667168,0.039757541340601915,-0.07215821270849812,0.0
1,공공AI+공교육,0.45,0.045,0.065,0.18,공공AI+공교육,0.98,0.82,0.065,0.0,0.0,0.0,0.25,0.86,0.28706914926259985,0.2469070081390933,0.1266985222850312,0.9999564395154632,0.3892857142857143,0.35471496885849507,3.5345616669489233,0.974113415948662,0.8860339066922224,0.6538310800649417,0.39612018161544016,1.1450300555220547,0.0,0.0,0.0,0.0,0.0,0.36670556281191546,0.33047924260100103,0.19896815351680341,1.0292348005789405,0.30214285714285716,0.3126657468303917,4.997686671825759,0.9786929026260317,0.906342419551587,0.1787004281802428,0.4211549632679241,1.2848862440334086,-0.10963179373837094,-0.05460021921746676,0.018275571489708757,0.08178417990612762,0.20846813915835072,0.07963641354931561,0.08357223446190773,0.07226963123177221,0.029278361063477254,-0.08714285714285713,-0.04204922202810335,1.463125004876836,0.004579486677369737,0.020308512859364636,-0.47513065188469894,0.02503478165248396,0.13985618851135384,-0.10963179373837094,-0.05460021921746676,0.018275571489708757,0.08178417990612762,0.20846813915835072,0.04629498,0.09356120851135384,-0.017016618936522745,0.0
1,공공AI+돌봄,0.45,0.045,0.065,0.18,공공AI+돌봄,0.98,0.78,0.0,0.075,0.0,0.0,0.1,0.88,0.28706914926259985,0.2469070081390933,0.1266985222850312,0.9999564395154632,0.3892857142857143,0.35471496885849507,3.5345616669489233,0.974113415948662,0.8860339066922224,0.6538310800649417,0.39612018161544016,1.1450300555220547,0.0,0.0,0.0,0.0,0.0,0.3766768216154148,0.3384118255671044,0.21000338076786718,0.9676800384445671,0.2857142857142857,0.28192711654576036,4.941876112984145,0.9729545611933604,0.9102082654528204,0.6365640175852693,0.42627785282789643,1.2249166830424418,-0.20565998878474892,-0.1307897856069825,-0.04235162118369207,0.03398154530906127,0.1807687317205546,0.08960767235281497,0.09150481742801111,0.08330485848283598,-0.03227640107089613,-0.10357142857142859,-0.07278785231273471,1.407314446035222,-0.0011588547553015305,0.024174358760598036,-0.017267062479672468,0.030157671212456272,0.07988662752038711,-0.20565998878474892,-0.1307897856069825,-0.04235162118369207,0.03398154530906127,0.1807687317205546,0.04255218,0.03733444752038711,-0.07482858107089613,0.0
