C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,LST_CHN_DE,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,31.40852,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,42.32426,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,37.49181,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,41.84623,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,32.37351,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,27.26794,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,38.62846,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,32.85619592,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,40.9590955,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,22.28480261,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C14,의복 의복액세서리 및 모피제품 제조업,Manufacture of wearing apparel clothing accessories and fur articles,산업별,By industry,29.5821875,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,23.8767,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,33.90217,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,40.78218,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,36.7449,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,30.70652,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,47.25373134,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,44.14473684,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,46.52857143,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C15,가죽 가방 및 신발 제조업,Manufacture of leather luggage and footwear,산업별,By industry,82.87837838,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,105.33701,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,98.26,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,71.35839,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,77.82152,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,93.84753,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,80.5339,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,95.344,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,78.80852,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,87.21679,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,96.1991,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,66.06014964,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,69.80671106,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,61.60460849,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C16,목재 및 나무제품 제조업; 가구 제외,Manufacture of wood and of products of wood and cork; except furniture ,산업별,By industry,75.28903814,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,103.14316,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,114.3951,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,100.02536,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,116.21518,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,98.73841,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,85.22051,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,109.25358,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,92.82918,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,103.46752,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,111.14238,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,113.9370898,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,105.5995198,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,98.42668338,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C17,펄프 종이 및 종이제품 제조업,Manufacture of pulp paper and paper products,산업별,By industry,107.71448,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,62.58792,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,55.22524,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,63.3554,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,74.31058,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,64.13457,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,68.58362,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,68.23676,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,57.68005,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,72.54832,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,78.32534,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,77.23708574,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,80.9923269,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,82.72104977,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C18,인쇄 및 기록매체 복제업,Printing and reproduction of recorded media,산업별,By industry,80.30214251,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-0.06723,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-9.34677,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-11.55906,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-25.28696,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-23.03093,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-14.5102,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-14.76667,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-23.27473,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,-118.8,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,91.66667,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,10.06666667,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,7.928571429,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C19,코크스 연탄 및 석유정제품 제조업,Manufacture of coke briquettes and refined petroleum products,산업별,By industry,20.78571429,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,108.37214,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,93.03962,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,98.68208,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,102.81992,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,105.41731,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,109.3929,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,94.4823,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,97.80012,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,146.82783,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,120.09454,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,72.94571655,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,92.07725355,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,111.8300573,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C20,화학물질 및 화학제품 제조업; 의약품 제외,Manufacture of chemicals and chemical products; except pharmaceuticals and medicinal chemicals,산업별,By industry,130.4964011,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,84.94853,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,106.59333,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,27.61745,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,99.62338,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,47.88525,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,52.67018,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
24,광주광역시,Gwangju,시도별,By province,C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,113.33261,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
