C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,C2,C2_NM,C2_NM_ENG,C2_OBJ_NM,C2_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,LST_CHN_DE,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
29,세종특별자치시,Sejong,시도별,By province,C29,기타 기계 및 장비 제조업,Manufacture of other machinery and equipment,산업별,By industry,95.84172734,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C29,기타 기계 및 장비 제조업,Manufacture of other machinery and equipment,산업별,By industry,153.1031039,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C29,기타 기계 및 장비 제조업,Manufacture of other machinery and equipment,산업별,By industry,145.5263157,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C29,기타 기계 및 장비 제조업,Manufacture of other machinery and equipment,산업별,By industry,114.5221963,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,211.62511,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,178.57462,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,126.06107,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,123.95587,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,130.84606,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,130.86152,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,156.10978,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,125.27018,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,144.11649,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,139.0355595,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,188.754803,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,109.2551356,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C30,자동차 및 트레일러 제조업,Manufacture of motor vehicles trailers and semitrailers,산업별,By industry,193.7576717,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,149.26923,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,83.30435,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,98.54545,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,98.5,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,74.5,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,71.2,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,56.15,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,59.8,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,37.90909091,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C31,기타 운송장비 제조업,Manufacture of other transport equipment,산업별,By industry,86.16666667,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C32,가구 제조업,Manufacture of furniture,산업별,By industry,83.02778,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C32,가구 제조업,Manufacture of furniture,산업별,By industry,28.09091,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C32,가구 제조업,Manufacture of furniture,산업별,By industry,41.8,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,68.68539,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,61.75686,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,66.82606,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,63.87632,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,53.90436,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,72.69992,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,64.89372,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,85.89035,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,103.96894,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,91.47298088,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,70.38266945,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,76.86666667,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C33,기타제품 제조업,Other manufacturing,산업별,By industry,87.33070866,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,63.29787,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,73.72727,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,45.19705,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,30.29268,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,107.24528,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,78.86206897,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,78.79643283,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,169.7,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
29,세종특별자치시,Sejong,시도별,By province,C34,산업용 기계 및 장비 수리업,Maintenance and repair services of industrial machinery and equipment,산업별,By industry,176.1666667,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,158.52482,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,161.12027,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,162.42217,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,163.75304,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,170.9456,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,171.0928,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,184.18604,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,198.86477,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,210.32966,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,218.19749,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,255.0263847,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,261.3039917,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,228.0302537,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C,제조업,Manufacturing,산업별,By industry,263.3485661,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,136.12858,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,156.20085,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,155.60742,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,148.25898,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,146.92313,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,139.27418,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,145.15915,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,135.23214,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,152.33465,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,156.5667,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,174.5665922,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,172.0882687,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,154.5454592,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C10,식료품 제조업,Manufacture of food products,산업별,By industry,152.4655876,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,490.80979,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,664.44666,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,673.70333,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,659.7514,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,666.31992,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,487.89823,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,556.71379,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,494.4595,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,543.52115,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,608.83162,T001,지역별 노동생산성,2025-09-02,344,2020,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,663.0236339,T001,지역별 노동생산성,2025-09-02,344,2021,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,735.4629229,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,712.2020163,T001,지역별 노동생산성,2026-07-30,344,2023,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C11,음료 제조업,Manufacture of beverages,산업별,By industry,732.8351381,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C12,담배 제조업,Manufacture of tobacco products,산업별,By industry,116.08333,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C12,담배 제조업,Manufacture of tobacco products,산업별,By industry,2,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C12,담배 제조업,Manufacture of tobacco products,산업별,By industry,173.05,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C12,담배 제조업,Manufacture of tobacco products,산업별,By industry,27.8,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C12,담배 제조업,Manufacture of tobacco products,산업별,By industry,80.38889,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C12,담배 제조업,Manufacture of tobacco products,산업별,By industry,26.1,T001,지역별 노동생산성,2025-09-02,344,2022,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C12,담배 제조업,Manufacture of tobacco products,산업별,By industry,387.1428571,T001,지역별 노동생산성,2026-07-30,344,2024,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,74.03055,T001,지역별 노동생산성,2025-09-02,344,2011,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,79.42083,T001,지역별 노동생산성,2025-09-02,344,2012,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,81.77144,T001,지역별 노동생산성,2025-09-02,344,2013,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,85.99915,T001,지역별 노동생산성,2025-09-02,344,2014,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,90.23903,T001,지역별 노동생산성,2025-09-02,344,2015,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,88.82369,T001,지역별 노동생산성,2025-09-02,344,2016,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,94.8312,T001,지역별 노동생산성,2025-09-02,344,2017,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,96.20816,T001,지역별 노동생산성,2025-09-02,344,2018,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
31,경기도,Gyeonggi-do,시도별,By province,C13,섬유제품 제조업; 의복 제외,Manufacture of textiles except apparel,산업별,By industry,94.80181,T001,지역별 노동생산성,2025-09-02,344,2019,A,DT_344N_1D8B_DD,제조업 지역별 노동생산성,백만원,1000000won
