C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,ITM_ID,ITM_NM,ITM_NM_ENG,LST_CHN_DE,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM,UNIT_NM_ENG
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,100.89039,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201801,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,105.72489,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201802,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,104.09643,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201803,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,104.46203,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201804,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,96.34078,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201901,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,101.96873,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201902,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,93.69923,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201903,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,102.44066,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201904,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,99.35457,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202001,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,103.43866,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202002,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,101.17146,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202003,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,96.10569,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202004,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,92.10774,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202101,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,94.19772,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202102,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,100.82596,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202103,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,99.75262,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202104,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,100.29568,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202201,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,103.08525,T001,노동생산성지수,Indices of Labor Productivity,2024-06-26,344,202202,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,105.83206,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202203,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,103.33838,T001,노동생산성지수,Indices of Labor Productivity,2024-06-26,344,202204,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,99.67117,T001,노동생산성지수,Indices of Labor Productivity,2025-06-26,344,202301,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,103.53157,T001,노동생산성지수,Indices of Labor Productivity,2025-06-26,344,202302,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,115.09889,T001,노동생산성지수,Indices of Labor Productivity,2025-06-26,344,202303,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,111.7276,T001,노동생산성지수,Indices of Labor Productivity,2025-06-26,344,202304,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,112.35609,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202401,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,124.73511,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202402,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,119.92776,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202403,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,112.752,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202404,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,121.09314,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202501,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,118.93914,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202502,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,115.94775,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202503,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C21,의료용 물질 및 의약품 제조업,Manufacture of pharmaceuticals medicinal chemical and botanical products,산업별,By industry,121.65949,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202504,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,113.20755,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201101,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,115.42924,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201102,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,115.91187,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201103,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,116.88592,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201104,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,112.35278,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201201,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,114.5136,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201202,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,112.16283,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201203,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,112.20858,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201204,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,111.29101,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201301,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,114.99781,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201302,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,107.52444,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201303,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,111.1842,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201304,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,110.57129,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201401,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,114.2058,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201402,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,106.91055,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201403,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,107.40589,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201404,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,109.41467,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201501,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,107.4525,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201502,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,104.15233,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201503,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,105.98263,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201504,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.39711,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201601,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.55275,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201602,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,102.08791,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201603,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.24961,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201604,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,101.39634,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201701,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.98046,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201702,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.84825,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201703,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,104.36212,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201704,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,95.49447,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201801,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,98.6466,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201802,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,97.35029,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201803,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,98.33779,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201804,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,97.62545,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201901,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,97.86068,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201902,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,95.93217,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201903,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,96.66409,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201904,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,96.43314,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,202001,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,96.38574,T001,노동생산성지수,Indices of Labor Productivity,2024-03-26,344,202002,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,100.92104,T001,노동생산성지수,Indices of Labor Productivity,2024-03-26,344,202003,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,106.04517,T001,노동생산성지수,Indices of Labor Productivity,2024-03-26,344,202004,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,107.19193,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,202101,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.44461,T001,노동생산성지수,Indices of Labor Productivity,2024-03-26,344,202102,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,102.24534,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202103,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,100.43234,T001,노동생산성지수,Indices of Labor Productivity,2024-03-26,344,202104,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,104.86861,T001,노동생산성지수,Indices of Labor Productivity,2024-06-26,344,202201,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,106.98308,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202202,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,100.98483,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202203,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,99.66107,T001,노동생산성지수,Indices of Labor Productivity,2025-03-25,344,202204,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,100.05921,T001,노동생산성지수,Indices of Labor Productivity,2025-06-26,344,202301,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.80386,T001,노동생산성지수,Indices of Labor Productivity,2025-06-26,344,202302,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.21724,T001,노동생산성지수,Indices of Labor Productivity,2025-06-26,344,202303,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,103.90579,T001,노동생산성지수,Indices of Labor Productivity,2025-06-26,344,202304,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,104.93924,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202401,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,109.37829,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202402,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,105.08763,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202403,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,106.53357,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202404,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,108.76959,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202501,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,111.31664,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202502,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,102.28963,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202503,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C22,고무 및 플라스틱제품 제조업,Manufacture of rubber and plastics products,산업별,By industry,102.09245,T001,노동생산성지수,Indices of Labor Productivity,2026-06-29,344,202504,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,94.21258,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201101,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,110.72208,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201102,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,103.48609,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201103,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,110.15537,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201104,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,92.70834,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201201,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,107.39302,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201202,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,94.39704,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201203,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,100.41306,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201204,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,95.1389,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201301,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,110.1527,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201302,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,101.24806,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201303,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,105.96989,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201304,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,90.97752,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201401,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
C23,비금속 광물제품 제조업,Manufacture of other non-metallic mineral products,산업별,By industry,103.90694,T001,노동생산성지수,Indices of Labor Productivity,2023-06-27,344,201402,Q,DT_344N_1D8A_AA,노동생산성지수(산업생산기준),2015＝100,2015＝100
