DATA_VALUE,ITEM_CODE1,ITEM_CODE2,ITEM_CODE3,ITEM_CODE4,ITEM_NAME1,ITEM_NAME2,ITEM_NAME3,ITEM_NAME4,STAT_CODE,STAT_NAME,TIME,UNIT_NAME,WGT
24681.2,1020110,,,,a.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
1681.3,1020120,,,,a.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
67290.6,1020130,,,,a.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
222134,10301,,,,요소비용국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
27730.5,10302,,,,(＋) 생산 및 수입세 (공제)보조금,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
249864.5,10401,,,,시장가격국민소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
744,10402,,,,(+)순수취경상이전,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
-10031.6,10501,,,,b.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
17584,10502,,,,b.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
-6808.4,10503,,,,b.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
250608.5,10601,,,,국민처분가능소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
14649.5,1060110,,,,c.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
46995.8,1060120,,,,c.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
188963.1,1060130,,,,c.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1992,십억원,
146486.8,10101,,,,피용자보수,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
105861.5,10201,,,,기업 및 재산소득,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
29551.1,1020110,,,,a.법인(금융기관포함),,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
1540.9,1020120,,,,a.일반정부,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
74769.5,1020130,,,,a.가계 및 비영리단체,,,,200Y116,"2.1.3.2.2. 국민소득과 부문별 국민처분가능소득(명목, 연간)",1993,십억원,
