spec_id,policy,wolfson_vs_market,output_vs_market,ede_vs_market,vulnerable_vs_market
55,공공AI 종합안,-0.04518682036248224,0.005925839341337322,0.018953886825669536,0.053067802725948285
55,공공AI+공교육,-0.03556784915087824,0.02110240831120916,0.031031597598517896,0.025382215187700417
55,공공AI+돌봄,-0.023322496508778517,-0.02592879809292046,-0.01970247404678807,0.028291928113827303
55,전국민 공공AI,-0.01858030055801474,-0.010870886383519816,-0.0052956011955523075,0.0010618302222857139
56,공공AI 실패,-0.002480679338876954,-0.03305555386574345,-0.032822355322209604,0.014504042679120643
56,공공AI 종합안,-0.020139202767941178,-0.11914751064139167,-0.11418438937684401,0.050723476346479855
56,공공AI+공교육,-0.015275316781670767,-0.07235246268657956,-0.06882310446029544,0.02322920602390536
56,공공AI+돌봄,-0.01051054154927332,-0.09529347535806763,-0.09327225483705129,0.02749208232528318
56,전국민 공공AI,-0.008208702530248357,-0.05537860408650564,-0.05343895893545596,0.0004044403703627646
57,공공AI 실패,-0.0014938428680511748,-0.012861718202481422,-0.012759232878623907,0.014434302348334538
57,공공AI 종합안,-0.017028408211048937,-0.03348875812632489,-0.029255643827118046,0.0504180108831493
57,공공AI+공교육,-0.011790276388123286,-0.01411303230505441,-0.011611924049064226,0.02294767439825903
57,공공AI+돌봄,-0.007469067665558514,-0.03759837926154215,-0.03622058448465308,0.02739202139136232
57,전국민 공공AI,-0.005398729694545856,-0.019653121789289685,-0.018292413748694468,0.0003222007143246497
58,공공AI 실패,-0.008138269939026166,-0.02622645861255672,-0.02468442797991069,0.014946950910275463
58,공공AI 종합안,-0.04950456107349831,-0.08630011182685975,-0.07135816682983362,0.052761722983203405
58,공공AI+공교육,-0.04007777443563011,-0.0435996775396517,-0.03276484510517452,0.025099342974060024
58,공공AI+돌봄,-0.024190235275120958,-0.08332541332654232,-0.0777420823049085,0.028194903680603255
58,전국민 공공AI,-0.019745547524199103,-0.04648423357242072,-0.04142787884645166,0.000982086253256095
59,공공AI 실패,-0.008775924410065583,-0.026646665644570244,-0.024816654933512705,0.014888213866154578
59,공공AI 종합안,-0.04928279401139134,-0.08617144473624064,-0.07283386303173317,0.05261666874686877
59,공공AI+공교육,-0.041277579021441496,-0.044221623430932416,-0.032958132538640494,0.02495536711118544
59,공공AI+돌봄,-0.023781807777371697,-0.08249694693088627,-0.07778616626210261,0.028190395291394704
59,전국민 공공AI,-0.01656354480355189,-0.045857086766010774,-0.04150947329573901,0.0009783808273395502
60,공공AI 실패,-0.0034719851672875973,0.0072027205541844025,0.007493529395276734,0.014680367712732362
60,공공AI 종합안,-0.023303309113842263,0.05241192343977128,0.06077509995372359,0.05149066328226174
60,공공AI+공교육,-0.017453138967406037,0.049410028829072604,0.053966208403221375,0.023937087286424
60,공공AI+돌봄,-0.011050269450299743,0.012014523225822582,0.015174626677873039,0.02774002338395602
60,전국민 공공AI,-0.008326502020224238,0.01198200537229449,0.014871402043506544,0.0006082220720120546
61,공공AI 실패,-0.001680921720192817,-0.012499761543905905,-0.012595798807773326,0.014175535084509566
61,공공AI 종합안,-0.016553548218247637,-0.023956723872515087,-0.020651306110619452,0.049404837249583965
61,공공AI+공교육,-0.013299465806228317,-0.00811139861103527,-0.006562519748827055,0.021987123876069232
61,공공AI+돌봄,-0.009212054742724574,-0.03096292786595254,-0.030251257985169568,0.02717201832542922
61,전국민 공공AI,-0.007051292574642862,-0.014872421925813673,-0.01401532588177861,0.0001413811300900276
62,공공AI 실패,-0.0025095114247013495,-0.0015578173612315546,-0.001281083479732395,0.014761051240050005
62,공공AI 종합안,-0.03677317048475967,0.020490135181953605,0.030385339626876465,0.05186477834315377
62,공공AI+공교육,-0.030369359874852134,0.031033065435083267,0.03792351636101967,0.024280507385558463
62,공공AI+돌봄,-0.021814753793505365,-0.01735157249906679,-0.011623942679758123,0.027868350757971526
62,전국민 공공AI,-0.019180561867261026,-0.005411011167398561,-0.0002194767215362714,0.0007136937949491599
63,공공AI 실패,-0.004440252069878858,-0.0061575825149317795,-0.004961024323511726,0.014713610711191111
63,공공AI 종합안,-0.04293323712006544,0.006434341101804575,0.01973952455925307,0.05173427408923621
63,공공AI+공교육,-0.03495804053951215,0.020818557894839804,0.030364415284698437,0.02415370803673067
63,공공AI+돌봄,-0.021090907084628505,-0.0244942988944981,-0.019484959547473313,0.027852861546911467
63,전국민 공공AI,-0.016864827488523984,-0.009140169374631614,-0.004500198533466171,0.0007009632782534192
64,공공AI 실패,-0.005153872523648517,-0.03133555109160742,-0.030089345006408585,0.014900947862605873
64,공공AI 종합안,-0.03268255348240279,-0.11400724651300523,-0.10389634293727376,0.05257138387170431
64,공공AI+공교육,-0.026547624883974247,-0.06629384964649254,-0.05855560517215452,0.02492371026423542
64,공공AI+돌봄,-0.014998041885685764,-0.09470636906128904,-0.09139198015240715,0.02813342017321156
64,전국민 공공AI,-0.0124321274999033,-0.05457745023523289,-0.05155090721797598,0.0009315532200154433
65,공공AI 실패,-0.0016747000465731632,0.004455977859751145,0.004047422158292097,0.014448172600336855
65,공공AI 종합안,-0.017015905694591583,0.04034571107152503,0.04490383321906313,0.05039673745984615
65,공공AI+공교육,-0.011649513437960432,0.03870324588699804,0.040071424613370266,0.022935709569193108
65,공공AI+돌봄,-0.007946783429240115,0.007135602336442767,0.00917905960815183,0.027353104664125882
65,전국민 공공AI,-0.005770844694850105,0.008313614610039419,0.010243464240423418,0.00029021522171875525
66,공공AI 실패,-0.005220231515163237,0.006387272063051383,0.007794447590238451,0.014909537307601806
66,공공AI 종합안,-0.03411867784504771,0.05030087592198356,0.06043860075621564,0.052663158493626426
66,공공AI+공교육,-0.02852562265969777,0.048382537722989484,0.05669787986455703,0.025004465364551032
66,공공AI+돌봄,-0.016818858688968152,0.010135098833396139,0.013428240420941373,0.028179489827307926
66,전국민 공공AI,-0.012890409556074872,0.011252926261164323,0.014276474664308758,0.0009694176727865766
67,공공AI 실패,-0.002893981281379965,-0.0014795092545297692,-0.0011530639968596115,0.014453629872898851
67,공공AI 종합안,-0.020526135181246262,0.016445316584931834,0.02184716502610388,0.05058081193789388
67,공공AI+공교육,-0.01465123752435362,0.02117077238064609,0.024444530146372895,0.02308958468448219
67,공공AI+돌봄,-0.008915638868680395,-0.005820800592476855,-0.004423744011792886,0.02747936007211038
67,전국민 공공AI,-0.006949060403482019,0.000509032167414011,0.0018923704215608739,0.0003939840045869003
68,공공AI 실패,-0.0021239856832968307,-0.025141823066987395,-0.02467421620006905,0.014453060029458934
68,공공AI 종합안,-0.022536420086414967,-0.08278237084334714,-0.07623142179660566,0.05062138930117137
68,공공AI+공교육,-0.016986555100385707,-0.04672324942675125,-0.0425692711447413,0.023120088652383797
68,공공AI+돌봄,-0.008918332940682575,-0.07157595472399142,-0.06981775789357231,0.027521474227072035
68,전국민 공공AI,-0.007337513628635876,-0.04012966313359749,-0.0383971960375649,0.0004285974494417548
69,공공AI 실패,-0.002579258355366612,0.00239903162839198,0.0031883469506323314,0.014619993867633352
69,공공AI 종합안,-0.020992407082952795,0.032657177812331295,0.0393706641034043,0.05138698046535676
69,공공AI+공교육,-0.016650610377805956,0.03378442714124527,0.038993406839629874,0.02382430239974916
69,공공AI+돌봄,-0.007769431288470588,0.0025358694016902397,0.004482159497381136,0.02777807668797716
69,전국민 공공AI,-0.006468493440275419,0.006011615968296274,0.007868481981398029,0.000639497920749391
70,공공AI 실패,-0.0021471756741616305,-0.019492206586610845,-0.01876755440417513,0.014545718324947481
70,공공AI 종합안,-0.025158443643936705,-0.057400481664378986,-0.04947228931516752,0.05103697341463361
70,공공AI+공교육,-0.019218442157882522,-0.027786363029387435,-0.022249741092523784,0.023503864776950434
70,공공AI+돌봄,-0.011183061200926117,-0.057483196537283704,-0.055117045993016464,0.027654454867996853
70,전국민 공공AI,-0.00955211347581264,-0.030968311350020723,-0.028696971400222718,0.0005378936726614016
71,공공AI 실패,-0.003065898543415352,-0.021290104044698537,-0.02058178703601611,0.014726062581908967
71,공공AI 종합안,-0.03193392947074311,-0.06677309431902458,-0.056811774118854894,0.05172301193145852
71,공공AI+공교육,-0.025285737049314222,-0.032308962692896244,-0.025644129050686207,0.024147911539468714
71,공공AI+돌봄,-0.016869005977591223,-0.06718381610700158,-0.06326559389310239,0.027830011091295903
71,전국민 공공AI,-0.011791427431646503,-0.036973001181031584,-0.033380598147394844,0.0006821825859641591
72,공공AI 실패,-0.005810444990169472,-0.013220381833442207,-0.011864922990981158,0.014742976301999833
72,공공AI 종합안,-0.03730393061214876,-0.030038752179508355,-0.019254391291471773,0.051973243976168315
72,공공AI+공교육,-0.030295690179892365,-0.006858839441864675,0.0015610420931940483,0.024360006886086638
72,공공AI+돌봄,-0.018200235801380374,-0.04287853194669919,-0.03950338720668811,0.027989450362092737
72,전국민 공공AI,-0.014334698051332806,-0.02143050856184739,-0.01827734756897384,0.0008132250445493563
73,공공AI 실패,-0.005200364968189902,-0.03169342815372314,-0.03077766038644489,0.014690616002658233
73,공공AI 종합안,-0.03062584873216917,-0.11160057755189809,-0.10195112594862418,0.05162396377729801
73,공공AI+공교육,-0.024534515096659798,-0.06450661968978548,-0.057769737533984955,0.02405277228524353
73,공공AI+돌봄,-0.015252939785802555,-0.0937932438840818,-0.09064741137669863,0.027813669032688858
73,전국민 공공AI,-0.011441665525239689,-0.053672798832827676,-0.050743929107328944,0.0006687511174965355
74,공공AI 실패,-0.006464847910635563,-0.031176515745774916,-0.029612873215396046,0.014869094291001287
74,공공AI 종합안,-0.0405184127172382,-0.10876996555469313,-0.0969699026721336,0.052499333968039
74,공공AI+공교육,-0.03387295206513809,-0.0611933659829061,-0.05163277840656366,0.024851676536496302
74,공공AI+돌봄,-0.02040528503245788,-0.0943403445166184,-0.09038078413369885,0.028133352546017974
74,전국민 공공AI,-0.015260977178262677,-0.05369824852055509,-0.05005039604617953,0.0009314976375126571
75,공공AI 실패,-0.005394761631982187,-0.016154050610181492,-0.01490472965926104,0.014876537230576137
75,공공AI 종합안,-0.0319934147753143,-0.04791851352631368,-0.03801057003027819,0.052480755650253154
75,공공AI+공교육,-0.025735020729187846,-0.020378679612565606,-0.012729179367435478,0.024839330353315165
75,공공AI+돌봄,-0.01420481138383392,-0.05212395927047492,-0.04896198581104616,0.028107297668522047
75,전국민 공공AI,-0.012087012448241244,-0.027875799175098345,-0.02497590861233584,0.0009100832445081038
76,공공AI 실패,-0.003489003877365865,0.0018082653368428937,0.0026326786181891937,0.014901578948996796
76,공공AI 종합안,-0.03563826817499689,0.03065050103110281,0.04167996921179069,0.05252621464256516
76,공공AI+공교육,-0.02801514870010967,0.036702718660620554,0.04445763573997201,0.02488609603977432
76,공공AI+돌봄,-0.017927031926556633,-0.006731211901198582,-0.001835616639373372,0.028101834731970254
76,전국민 공공AI,-0.014469537638664001,0.0008041115673201107,0.0052072075119888594,0.0009055932801895761
77,공공AI 실패,-0.003958883447743103,0.0006200853934065498,0.0008674451297363828,0.014716030639642108
77,공공AI 종합안,-0.025512629010126978,0.02524021605583214,0.03234423831182335,0.051652805458654916
77,공공AI+공교육,-0.02082605407796198,0.03136701694706094,0.03642188072967356,0.024086440113029926
77,공공AI+돌봄,-0.014080445399119623,-0.008354404136708592,-0.00449269272563671,0.027793492213353067
77,전국민 공공AI,-0.011524686457804481,-0.0005976117725520411,0.0029189331581936095,0.0006521678754947881
78,공공AI 실패,-0.0007282426397002134,-0.01632373347051759,-0.016386236611003722,0.014362274389599769
78,공공AI 종합안,-0.021229023496521227,-0.04248243955157234,-0.03689562773599849,0.050111944005634824
78,공공AI+공교육,-0.015010435832970237,-0.019030208982473998,-0.016653889606655495,0.022664398429198762
78,공공AI+돌봄,-0.010557222976181259,-0.04565298745626183,-0.04403662267527099,0.02729673873694971
78,전국민 공공AI,-0.007468555232265826,-0.023922570232808672,-0.02229567007701635,0.0002438883058925776
79,공공AI 실패,-0.0032498815515433765,-0.016666535445139966,-0.016210610502712594,0.014715614888990572
79,공공AI 종합안,-0.0402476518703071,-0.04107581720395935,-0.029358549688648913,0.0516634892483309
79,공공AI+공교육,-0.03289049291942192,-0.01139066337048298,-0.0036357862838136273,0.024094386338351002
79,공공AI+돌봄,-0.02300037478591596,-0.05753052779653843,-0.051622160573938106,0.027804937233146032
79,전국민 공공AI,-0.020346929317269696,-0.03011489252421132,-0.024719633100651936,0.0006615744885877985
80,공공AI 실패,-0.004534131687789822,0.004987855849406968,0.005237516546226166,0.014553300555821158
80,공공AI 종합안,-0.02708995898470805,0.052105349824171775,0.05968291488166175,0.050931884043361055
80,공공AI+공교육,-0.021621968417294177,0.050297553977928906,0.055459513945157225,0.02342173950361326
80,공공AI+돌봄,-0.014002291170402525,0.007917439579867076,0.011565461838831573,0.027558448154974696
80,전국민 공공AI,-0.0107731058311505,0.010404236398744209,0.01382588178596525,0.00045898616353764153
81,공공AI 실패,-0.0025322913824898236,-0.02520122728629115,-0.02522548623280582,0.014389122885826056
81,공공AI 종합안,-0.024795232459980707,-0.07504200852057899,-0.06946178896095588,0.050237522933515764
81,공공AI+공교육,-0.019303013785463008,-0.039902170400418394,-0.03647332292984947,0.022779529002147414
81,공공AI+돌봄,-0.011830493751239624,-0.07116402523763474,-0.0686807997932661,0.027340420496901847
81,전국민 공공AI,-0.010410863742159077,-0.039088616445036466,-0.03663998159101089,0.00027979015862204283
82,공공AI 실패,-0.005962796747695509,0.01127487597052789,0.012550059254295476,0.014961737733879136
82,공공AI 종합안,-0.05412801434148677,0.0767120037951531,0.09377448200930193,0.05281387322114069
82,공공AI+공교육,-0.04151471913324434,0.07182526274336297,0.08294937185794236,0.025148522848033185
82,공공AI+돌봄,-0.027440717033908824,0.01795945437013919,0.024872332230632233,0.02820732197290802
82,전국민 공공AI,-0.021964567437703864,0.017182336636079452,0.023397314028508892,0.0009922927948875504
83,공공AI 실패,-0.0023573318231722984,-0.008850468122155536,-0.008809932496309382,0.014428256607939042
83,공공AI 종합안,-0.02028633977901318,-0.011811105654439297,-0.007519496476853529,0.05038243571525136
83,공공AI+공교육,-0.014882324301307079,0.0023444139651706275,0.005232047015505013,0.02291562249968404
83,공공AI+돌봄,-0.010188039634152678,-0.026823276687045268,-0.02492216560462229,0.027377291550558385
83,전국민 공공AI,-0.007903521010047265,-0.012311521917694995,-0.01045077942295814,0.0003100943208126372
84,공공AI 실패,-0.002435097780029427,-0.010768511798856439,-0.01039716241591293,0.014603979393587707
84,공공AI 종합안,-0.021389821719571142,-0.023245303100934596,-0.016290437149284978,0.05115966900153753
84,공공AI+공교육,-0.016452038706222083,-0.004252508312845047,0.0002032614229013005,0.02363114800838221
84,공공AI+돌봄,-0.009838407701861437,-0.035493044163287205,-0.03284825625127159,0.02763527516092264
84,전국민 공공AI,-0.007034810421563231,-0.017708567604200733,-0.015239680021849167,0.0005221299529870604
85,공공AI 실패,-0.0012416655516538644,0.001586892801746509,0.0013697444946167122,0.01451002680634465
85,공공AI 종합안,-0.021600955403106165,0.0343832536626799,0.04151117202942521,0.05070098689379746
85,공공AI+공교육,-0.015598273033445048,0.0375098440488945,0.040783104115371116,0.02321263943449181
85,공공AI+돌봄,-0.010342390700028736,-0.002151557192570805,0.0011793128007589878,0.027467320428007112
85,전국민 공공AI,-0.006712957489227289,0.003649185526457488,0.006762338079061738,0.0003840886723020711
86,공공AI 실패,-0.00272227645119634,-0.03212973971747125,-0.032179852082509675,0.014601960039825317
86,공공AI 종합안,-0.020988428191708694,-0.1162644393168887,-0.11076994914252707,0.05111881159933322
86,공공AI+공교육,-0.016276493754875235,-0.06822896046570459,-0.06462394306046626,0.023597077073611066
86,공공AI+돌봄,-0.010655383827736273,-0.09765198427624575,-0.09440022694495145,0.02760690276706168
86,전국민 공공AI,-0.008351942674346621,-0.05674548846379751,-0.053748362904738944,0.0004988108031382206
87,공공AI 실패,-0.003437616725384729,-0.0044732843852623785,-0.003548935027777131,0.014817102775156613
87,공공AI 종합안,-0.02861049816849444,0.002192028135359736,0.011590532960535402,0.05215389343842658
87,공공AI+공교육,-0.022999032304165168,0.01442952275172129,0.021023401695065932,0.02454234981434448
87,공공AI+돌봄,-0.012649136089983748,-0.019925805843014607,-0.01672783677240948,0.027982370436519667
87,전국민 공공AI,-0.010083042518267693,-0.007834904292091827,-0.004912867283908787,0.0008074060838310446
88,공공AI 실패,-0.008030445456914448,0.006483473864339423,0.008436764987120537,0.014954561446519226
88,공공AI 종합안,-0.05219318662838489,0.05795328188628342,0.07391295271595791,0.05287394996203876
88,공공AI+공교육,-0.042969107626966915,0.05720883647448001,0.06960627010586087,0.025197753448398846
88,공공AI+돌봄,-0.021991931481407517,0.008423818216682838,0.013988104146982011,0.028252666767396167
88,전국민 공공AI,-0.018040230272941105,0.011338345008464978,0.01642476193133169,0.001029561488629354
89,공공AI 실패,-0.004259581604219853,-0.027430836256881065,-0.02640009178359401,0.014636643345498856
89,공공AI 종합안,-0.03128316678338265,-0.09042039760970333,-0.08087221937466663,0.05145250636280626
89,공공AI+공교육,-0.026254165457604617,-0.049459605343671935,-0.04224610287685196,0.023886311665413294
89,공공AI+돌봄,-0.015200346317840799,-0.08109971788559009,-0.07799039314548376,0.027792778779021865
89,전국민 공공AI,-0.012315841099391087,-0.04540518072463658,-0.04247048125632347,0.00065158150685222
90,공공AI 실패,-0.0046919385825548166,-0.015449455780194188,-0.014457283943027699,0.014835783467091615
90,공공AI 종합안,-0.038298156364821964,-0.040642257692434465,-0.029015579164786143,0.05222978748057738
90,공공AI+공교육,-0.030477110781996483,-0.012732617907574219,-0.004256309495227734,0.02461278486563264
90,공공AI+돌봄,-0.019182598930121864,-0.053129538161066615,-0.04817122055692033,0.028005193008110364
90,전국민 공공AI,-0.015822478882690394,-0.027888178479155125,-0.023385611177429627,0.0008261638583589494
91,공공AI 실패,-0.004463018036275912,-0.004140264973192205,-0.003334115547602351,0.014816759621037309
91,공공AI 종합안,-0.030462020682260768,0.004350311128370449,0.013036851293510149,0.052137399279579166
91,공공AI+공교육,-0.024696399253371235,0.01653424798062459,0.023203259057638953,0.024528492480266485
91,공공AI+돌봄,-0.015636082786678968,-0.02044250651551849,-0.016737476132369408,0.027971346581821023
91,전국민 공공AI,-0.011245098906268666,-0.008089404049258366,-0.004718179146336279,0.0007983456245378804
92,공공AI 실패,-0.006354756476440904,-0.004543606398178482,-0.0035924453148155067,0.014996915314816246
92,공공AI 종합안,-0.04779854647384077,0.004844752303801693,0.019287897376896235,0.05297102832870566
92,공공AI+공교육,-0.03658824770013247,0.02110047252990817,0.030789221594660965,0.025294161663575822
92,공공AI+돌봄,-0.025009098895105303,-0.027482298674838555,-0.020866591054815697,0.02825546849041486
92,전국민 공공AI,-0.020705231909356192,-0.011745436089392158,-0.005833000799520677,0.0010318642128629048
93,공공AI 실패,-0.004994871392231093,0.006393706655078504,0.007584715855193547,0.014994480476375563
93,공공AI 종합안,-0.042026670860974766,0.052068977670062154,0.0641683094177192,0.05296463911191781
93,공공AI+공교육,-0.034363344737984594,0.05255325147856084,0.062223195479545815,0.025287153366210936
93,공공AI+돌봄,-0.02118031099070411,0.004918875497371446,0.010617262143738482,0.028258056699690427
93,전국민 공공AI,-0.01667670971541091,0.008378199418989797,0.013496646461268996,0.0010339914510590527
94,공공AI 실패,-0.003874440419823308,-0.009603893535920307,-0.008793388518978151,0.014801189257800865
94,공공AI 종합안,-0.03485013573934406,-0.016438058447541874,-0.006038559206022698,0.05206468870963121
94,공공AI+공교육,-0.02726528888230402,0.0034848841307658206,0.010969945920055693,0.02446186167867459
94,공공AI+돌봄,-0.018443212188083008,-0.03650354201978545,-0.03197948351797736,0.027945928706603985
94,전국민 공공AI,-0.013406654757392583,-0.017688197808893396,-0.013574937348808963,0.0007774547809972585
95,공공AI 실패,-0.0033623779490980638,-0.02161160531547589,-0.021156844694708847,0.014306706683210508
95,공공AI 종합안,-0.028157577336534893,-0.057964566798831926,-0.051192065389258905,0.05003658687324523
95,공공AI+공교육,-0.020220746870152087,-0.028100191111375277,-0.02346643716727268,0.02255994106097122
95,공공AI+돌봄,-0.011404222350396245,-0.059093937425027,-0.057075849546646094,0.027418398991091813
95,전국민 공공AI,-0.009925351660265896,-0.03119989102406868,-0.02913335365121094,0.00034388035136049665
96,공공AI 실패,-0.0025213302540831595,-0.017886510955509458,-0.01763149534122207,0.014511212413069557
96,공공AI 종합안,-0.022297480834319552,-0.0532439174077992,-0.046688464791177706,0.05075938820562357
96,공공AI+공교육,-0.015855423907164393,-0.02595390926685199,-0.022287354318269503,0.023261954633563325
96,공공AI+돌봄,-0.010563177777871038,-0.05310586512116661,-0.05101141150460965,0.02750530702004128
96,전국민 공공AI,-0.008319811961816762,-0.02879494745261748,-0.026793647743977356,0.00041530969074095835
97,공공AI 실패,-0.0014368814031465726,0.0069603340290845805,0.006536382337643823,0.014489301231195479
97,공공AI 종합안,-0.021031688292824646,0.05655213674113624,0.06353774957254432,0.05059520025331251
97,공공AI+공교육,-0.013578219738969527,0.05288670120931199,0.05538701711224974,0.02311675191776741
97,공공AI+돌봄,-0.009641636990212449,0.012408810315099661,0.015653485768657792,0.027425934855765534
97,전국민 공공AI,-0.006983358351101282,0.012604655135450782,0.015633462119132642,0.00035007404648638475
98,공공AI 실패,-0.005053626253165772,-0.018007274489888557,-0.016836067521424775,0.014901707111476462
98,공공AI 종합안,-0.0378250864407135,-0.053593697604562625,-0.04216223393467747,0.052539096395548615
98,공공AI+공교육,-0.03128436262746952,-0.022345042219256546,-0.013654005769077576,0.024896061688186217
98,공공AI+돌봄,-0.016874987618306456,-0.06002951909174437,-0.055393436954983666,0.028114026180357705
98,전국민 공공AI,-0.01353115837934378,-0.03242365044993987,-0.028224661273585888,0.0009156133797700115
99,공공AI 실패,-0.0018416870456957196,-0.02206818601821857,-0.02233651650923798,0.014533786632491979
99,공공AI 종합안,-0.02069241054165949,-0.06875546157173407,-0.06319348309238636,0.05080437184618214
99,공공AI+공교육,-0.015562023096932803,-0.03435185364342053,-0.03108851221183395,0.02330827950572652
99,공공AI+돌봄,-0.010994912950864993,-0.06916959565639885,-0.06563007647341065,0.027499699691675317
99,전국민 공공AI,-0.0074324900280208495,-0.03846546467369859,-0.0351738686851803,0.00041070105140443135
100,공공AI 실패,-0.0013757791077044085,0.007153259557231367,0.00641811525221412,0.014362044576544886
100,공공AI 종합안,-0.02274858628078294,0.06556395625869343,0.07023713422858507,0.050031392636471494
100,공공AI+공교육,-0.016593617818821543,0.0587966392040678,0.06021908185520241,0.022597089114031833
100,공공AI+돌봄,-0.013122505670222509,0.016935134994881085,0.019802544407550672,0.027241377273092428
100,전국민 공공AI,-0.009882206022129969,0.01605698722280413,0.018846278994740985,0.00019838695419623553
101,공공AI 실패,-0.0037939365014032084,-0.015311269084864885,-0.014919866559382586,0.014708125770510689
101,공공AI 종합안,-0.026268963744460416,-0.04297397839086835,-0.03550338794724517,0.0516225011921985
101,공공AI+공교육,-0.022035219484730223,-0.016364674001685044,-0.01094804804378885,0.024057596328594423
101,공공AI+돌봄,-0.014280899697598229,-0.05156348073692356,-0.047844940451889514,0.02778738633109027
101,전국민 공공AI,-0.01119260726192775,-0.027587604649375486,-0.024187482583046482,0.000647149476830939
102,공공AI 실패,-0.007020346723096288,0.0013835160358875997,0.0029520797964194545,0.014928594171475294
102,공공AI 종합안,-0.04708227208069522,0.03380908506043602,0.04767773260808514,0.05268634891181574
102,공공AI+공교육,-0.03904012219775786,0.039738485499494554,0.05052315755513784,0.02502976958328066
102,공공AI+돌봄,-0.02244828888844934,-0.006211327882192613,-0.0008449674227800907,0.028170652596147
102,전국민 공공AI,-0.017671581642809964,0.0018304589157193962,0.006708697927819723,0.0009621543900794789
103,공공AI 실패,-0.0038020239752436236,0.004596562989783956,0.00521107040502386,0.014917659002406011
103,공공AI 종합안,-0.04157970814012671,0.044905672232599385,0.057248319636856365,0.05259587190585072
103,공공AI+공교육,-0.03237651673775607,0.04882416207554393,0.05731250692491578,0.02495099152719782
103,공공AI+돌봄,-0.021647679444348172,-0.0023187767733106094,0.004119358140353191,0.02812174243528779
103,전국민 공공AI,-0.017735309888065737,0.00396777305935383,0.009739491126148886,0.0009219553368803313
104,공공AI 실패,-0.0054185606068562625,-0.02623103109643974,-0.025837934176668076,0.01460335302734576
104,공공AI 종합안,-0.030805695022289803,-0.08402405138147856,-0.0735826246180724,0.051161008253164275
104,공공AI+공교육,-0.024218679549700542,-0.04364248549315501,-0.03773527070231804,0.02363205877140099
104,공공AI+돌봄,-0.016099055220435976,-0.07958714475199337,-0.0755656793764465,0.027637066556471173
104,전국민 공공AI,-0.012361323773351751,-0.04430891355841639,-0.040575532343791354,0.0005236022933696374
105,공공AI 실패,-0.004963622154673136,-0.017856995172693124,-0.016353977517530233,0.015002619416230267
105,공공AI 종합안,-0.03897638549109202,-0.053288845868127724,-0.040786314417397884,0.053015225141813595
105,공공AI+공교육,-0.032693653988799684,-0.02193573618794853,-0.01204536081815663,0.02533202259620434
105,공공AI+돌봄,-0.017669737185386378,-0.059902091133180166,-0.05508038352446404,0.028281957101490764
105,전국민 공공AI,-0.01283458851390265,-0.032293709849399097,-0.027939209380760083,0.00105363508965221
106,공공AI 실패,-0.005184102066928181,-0.001149501610049633,5.707095889911917e-05,0.015008347592590841
106,공공AI 종합안,-0.037711066102090074,0.016935387178026166,0.02917664382027163,0.05303035111410019
106,공공AI+공교육,-0.030517581456445786,0.0269249853115855,0.03572716318554542,0.02534715864527855
106,공공AI+돌봄,-0.016172246062863396,-0.014411266119143076,-0.009637078288233125,0.028281914973153355
106,전국민 공공AI,-0.013066879725372335,-0.0040308419832619236,0.00025070670840732223,0.0010536004645509411
107,공공AI 실패,-0.0006109394371908161,-0.020161455959329333,-0.021288424056308652,0.014445387808102079
107,공공AI 종합안,-0.019461467228018323,-0.060761448801336854,-0.05803252298865609,0.05037088836882675
107,공공AI+공교육,-0.013721387520080161,-0.028655579462957187,-0.028211350004231778,0.022913821763839787
107,공공AI+돌봄,-0.01045744479919776,-0.06547859581864107,-0.061951351428352036,0.027336543594877583
107,전국민 공공AI,-0.008095629465527429,-0.036409420178525664,-0.03311542143942516,0.00027660374933646814
108,공공AI 실패,-0.004416550380868259,-0.0028571927200055497,-0.0015813044276160315,0.014876432766288064
108,공공AI 종합안,-0.03465266263598578,0.011489552018480523,0.02184691885720505,0.052451481139144066
108,공공AI+공교육,-0.02885548871956961,0.021893167557491468,0.030230944650869118,0.02481403840969761
108,공공AI+돌봄,-0.017035213368175872,-0.016145173724010115,-0.012345472024167498,0.028090647625688615
108,전국민 공공AI,-0.013602444674600936,-0.005075827372939684,-0.0016027203202800822,0.0008963986451146662
109,공공AI 실패,-0.005281521004686082,-0.0001651221585503293,0.001266830185662704,0.014921265623788482
109,공공AI 종합안,-0.034791005820786466,0.021433684742100834,0.032425729872351094,0.052743910193009134
109,공공AI+공교육,-0.028527402226651608,0.028305852339276585,0.036527024443032685,0.02507589718605844
109,공공AI+돌봄,-0.01709966844585814,-0.0077181955749451026,-0.004583698172428041,0.028218453728397673
109,전국민 공공AI,-0.012648326911501126,7.847773733329899e-05,0.0029555952312154687,0.0010014419373819798
110,공공AI 실패,-0.0076705106896202135,-0.009572121250165155,-0.007972669821227824,0.014924723327380226
110,공공AI 종합안,-0.05100577835500854,-0.012556099717368013,0.002124812476420268,0.05266862974591646
110,공공AI+공교육,-0.041979218886458974,0.007933876968878512,0.01918397470336844,0.025013509527405588
110,공공AI+돌봄,-0.025037974607019092,-0.03692121177212625,-0.031195504520048295,0.028164552449833326
110,전국민 공공AI,-0.020211055194661265,-0.01725598942756608,-0.012050791829350205,0.0009571407057677641
111,공공AI 실패,-0.0015494547709499207,-0.028147284127393604,-0.028366914936771757,0.01443894454700482
